epoch,train_loss,train_data_loss,train_capacity_mae,train_capacity_rmse,train_capacity_mape,train_capacity_r2,train_soh_mae,train_soh_rmse,train_soh_mape,train_soh_r2,test_capacity_mae,test_capacity_rmse,test_capacity_mape,test_capacity_r2,test_soh_mae,test_soh_rmse,test_soh_mape,test_soh_r2
1,0.4115052197096694,0.4115052197096694,0.21838224545503274,0.2541575592661515,14.26984737904997,-0.5119797441238332,0.10919112272751637,0.12707877963307576,14.26984737904997,-0.5119797441238332,0.49627024052189844,0.4995245962774491,39.239210551232446,-55.23854171066172,0.24813512026094922,0.24976229813872455,39.239210551232446,-55.23854171066172
2,0.04860042592781222,0.04860042592781222,0.07364191560663728,0.08624179713307166,4.728984625170717,0.8259093261217456,0.03682095780331864,0.04312089856653583,4.728984625170717,0.8259093261217456,0.2911551419426413,0.3052801100825839,23.26600891944497,-20.0047402360495,0.14557757097132065,0.15264005504129194,23.26600891944497,-20.0047402360495
3,0.04180037905263086,0.04180037905263086,0.07216688506623618,0.08351324065174226,4.6252281290420925,0.8367509798025929,0.03608344253311809,0.04175662032587113,4.6252281290420925,0.8367509798025929,0.25912226648891673,0.27088298566849994,20.6935063010285,-15.538029067712309,0.12956113324445837,0.13544149283424997,20.6935063010285,-15.538029067712309
4,0.03384071610008295,0.03384071610008295,0.04346229377974812,0.05228866674268978,2.690668470173887,0.9360036732378848,0.02173114688987406,0.02614433337134489,2.690668470173887,0.9360036732378848,0.16577591615564682,0.17659421877885212,13.277946565161017,-6.028671715746151,0.08288795807782341,0.08829710938942606,13.277946565161017,-6.028671715746151
5,0.03325614465289136,0.03325614465289136,0.06920001445672451,0.07577906942205555,4.091759513222653,0.8655878753222217,0.034600007228362255,0.037889534711027774,4.091759513222653,0.8655878753222217,0.054462713353774124,0.0647928744951607,4.404496959112115,0.05381776238504554,0.027231356676887062,0.03239643724758035,4.404496959112115,0.05381776238504554
6,0.031403779601439454,0.031403779601439454,0.03354235592051449,0.04340206131858501,2.0226166976255353,0.9559079163199188,0.016771177960257243,0.021701030659292506,2.0226166976255353,0.9559079163199188,0.051544965482225605,0.06169353893737428,4.175147337663406,0.14217309635103526,0.025772482741112802,0.03084676946868714,4.175147337663406,0.14217309635103526
7,0.0233679403606643,0.0233679403606643,0.10072267463064602,0.10383673041043703,6.191590500283651,0.7476275638553789,0.05036133731532301,0.05191836520521852,6.191590500283651,0.7476275638553789,0.04695512266720042,0.058191322341590496,3.571197895985498,0.23680283540752833,0.02347756133360021,0.029095661170795248,3.571197895985498,0.23680283540752833
8,0.028296005442483813,0.028296005442483813,0.03434928563924936,0.04021688132426333,2.1601888450773044,0.9621420851802446,0.01717464281962468,0.020108440662131664,2.1601888450773044,0.9621420851802446,0.13753321591545553,0.1452650182171734,11.00275787019389,-3.7560058655723996,0.06876660795772777,0.0726325091085867,11.00275787019389,-3.7560058655723996
9,0.02444654966616987,0.02444654966616987,0.14765564600626627,0.15012226391027084,9.04715694304664,0.4724906997493705,0.07382782300313313,0.07506113195513542,9.04715694304664,0.4724906997493705,0.2312706802405563,0.2351001077555145,18.35160965211586,-11.45735819289041,0.11563534012027815,0.11755005387775724,18.35160965211586,-11.45735819289041
10,0.020922847012551423,0.020922847012551423,0.018638551744640384,0.026918142180266082,1.0630036074917737,0.9830398348844321,0.009319275872320192,0.013459071090133041,1.0630036074917737,0.9830398348844321,0.08047472028171315,0.09072321135056809,6.496542328597636,-0.8550564293710377,0.040237360140856576,0.04536160567528404,6.496542328597636,-0.8550564293710377
