epoch,train_loss,train_data_loss,train_structural_loss,train_temporal_loss,train_monotonicity_loss,train_verhulst_r,train_verhulst_R,train_verhulst_K,train_lambda_u,train_lambda_t,train_lambda_f,train_capacity_mae,train_capacity_rmse,train_capacity_mape,train_capacity_r2,train_soh_mae,train_soh_rmse,train_soh_mape,train_soh_r2,test_capacity_mae,test_capacity_rmse,test_capacity_mape,test_capacity_r2,test_soh_mae,test_soh_rmse,test_soh_mape,test_soh_r2
1,0.09594274192459436,0.09347545285908203,0.0,0.006389026314185669,0.0755157226171249,0.010067353025078773,1.008035610539082e-06,0.1993265450000763,1.0050313472747803,1.0050644874572754,1.0,0.1330519038387853,0.17135910594440093,8.207603031751324,-0.926417838693222,0.06652595191939265,0.08567955297220047,8.207603031751324,-0.926417838693222,0.3499157475490196,0.35048175730049463,24.004472788846805,-93.53951143297466,0.1749578737745098,0.17524087865024732,24.004472788846805,-93.53951143297466
2,0.006675412273432454,0.014413090780950509,0.0,0.0062138000872596615,0.06018664490463387,0.010130482725799084,1.0161296586375101e-06,0.19932253658771515,1.010168194770813,1.0101426839828491,1.0,0.10195598643050234,0.1187179092878193,6.114384084727688,0.07536868999629054,0.05097799321525117,0.05935895464390965,6.114384084727688,0.07536868999629054,0.2873784303665161,0.2909866336425484,19.763660379234906,-64.16713059263806,0.14368921518325806,0.1454933168212742,19.763660379234906,-64.16713059263806
3,-0.0051200392090866706,0.012195092558255818,0.0,0.006675237163116023,0.05108174108541929,0.01019643060863018,1.0242868029308738e-06,0.19964797794818878,1.0153298377990723,1.015235185623169,1.0,0.0931588798506647,0.11098514653594066,5.231324646522604,0.19189864389739364,0.04657943992533235,0.05549257326797033,5.231324646522604,0.19189864389739364,0.13597514115127862,0.1393058752860356,9.365817846457064,-13.935555668826503,0.06798757057563931,0.0696529376430178,9.365817846457064,-13.935555668826503
4,-0.02251458865327713,0.009050325852715306,0.0,0.0025701001257929473,0.045864351030088894,0.010265439748764038,1.0325094308427651e-06,0.20007368922233582,1.0205026865005493,1.0203393697738647,1.0,0.06759461684104724,0.07467694603167177,3.915785581889048,0.6341448155511626,0.03379730842052362,0.037338473015835885,3.915785581889048,0.6341448155511626,0.11753599316466089,0.11796016366768358,8.067591899978146,-9.70910683362202,0.058767996582330444,0.05898008183384179,8.067591899978146,-9.70910683362202
5,-0.02781742005648776,0.00958331535435003,0.0,0.0066499775934230785,0.05145191089210347,0.01033850573003292,1.0407981108073727e-06,0.2004537135362625,1.0256808996200562,1.0254523754119873,1.0,0.080199950780624,0.09940284569409993,4.433244530774721,0.3517630970103458,0.040099975390312,0.04970142284704997,4.433244530774721,0.3517630970103458,0.006515292560352999,0.00859086270482353,0.4469203107472386,0.9431989877968849,0.0032576462801764995,0.004295431352411765,0.4469203107472386,0.9431989877968849
6,-0.044926357288391165,0.007488822023201193,0.0,0.0017919698034299092,0.03737067845132616,0.010414081625640392,1.0491512512089685e-06,0.20079490542411804,1.0308618545532227,1.0305765867233276,1.0,0.06951059846796541,0.08303345574524278,3.8721870599230934,0.5476835921327041,0.034755299233982705,0.04151672787262139,3.8721870599230934,0.5476835921327041,0.016233168396295284,0.017429570199171133,1.1163702105060689,0.7661938805315558,0.008116584198147642,0.008714785099585566,1.1163702105060689,0.7661938805315558
7,-0.057800102055582225,0.005216344371119626,0.0,0.0012489625477912266,0.027468455016103566,0.010489092208445072,1.057565327755583e-06,0.20138636231422424,1.0360486507415771,1.0357153415679932,1.0,0.045624748254433654,0.05507072753697513,2.551178564866004,0.8010345154363576,0.022812374127216827,0.027535363768487565,2.551178564866004,0.8010345154363576,0.03330717601028143,0.03576603461245606,2.2980943908395397,0.015480997100210558,0.016653588005140715,0.01788301730622803,2.2980943908395397,0.015480997100210558
8,-0.06737956926863417,0.004895976891852597,0.0,0.0019242725395756718,0.03302237111279088,0.010564344935119152,1.0660469342838041e-06,0.20212140679359436,1.0412442684173584,1.04086434841156,1.0,0.03554116558824849,0.04163887370703816,2.14395914421387,0.8862545420732646,0.017770582794124246,0.02081943685351908,2.14395914421387,0.8862545420732646,0.04348046639386345,0.044953070872844045,2.965595593591373,-0.55525371763759,0.021740233196931726,0.022476535436422022,2.965595593591373,-0.55525371763759
9,-0.07674953876397549,0.0057572353468077556,0.0,0.0015816136766556872,0.030753407850224748,0.010640082880854607,1.0745967529146583e-06,0.20296113193035126,1.0464446544647217,1.046022891998291,1.0,0.1501416069829566,0.15411155156544493,8.86910036000651,-0.5581400895395361,0.0750708034914783,0.07705577578272246,8.86910036000651,-0.5581400895395361,0.17521261000165753,0.17540539586811982,12.000602100107471,-22.67927582726538,0.08760630500082876,0.08770269793405991,12.000602100107471,-22.67927582726538
10,-0.08746195737368022,0.0057162400414673695,0.0,0.0008219322297817497,0.028890457672950547,0.010716179385781288,1.0832086445589084e-06,0.2039259374141693,1.0516489744186401,1.0511910915374756,1.0,0.028728446389874842,0.03326126722209885,1.6721611578172282,0.9274205456614556,0.014364223194937421,0.016630633611049425,1.6721611578172282,0.9274205456614556,0.02924057549121333,0.03022866881368833,2.003727268820904,0.29673247530060487,0.014620287745606666,0.015114334406844164,2.003727268820904,0.29673247530060487
11,-0.0980328827077507,0.004191421274828096,0.0,0.0016524810060405005,0.029132480550016094,0.010793153196573257,1.091887725124252e-06,0.2049368917942047,1.0568602085113525,1.0563678741455078,1.0,0.024320070560161885,0.028686625065076056,1.406290708953049,0.94601227457881,0.012160035280080942,0.014343312532538028,1.406290708953049,0.94601227457881,0.014336233045540605,0.016336125640365438,0.9746055764831105,0.7946093600981672,0.007168116522770302,0.008168062820182719,0.9746055764831105,0.7946093600981672
12,-0.10870697107325253,0.0038593651221380527,0.0,0.0011725435579623253,0.03050562280874986,0.01087128184735775,1.1006362683474435e-06,0.20593443512916565,1.062077522277832,1.0615510940551758,1.0,0.08803807874011178,0.0916000314419099,5.060297395868534,0.449537977495891,0.04401903937005589,0.04580001572095495,5.060297395868534,0.449537977495891,0.08436178459840663,0.08482353848655945,5.787024531956326,-4.537519761944231,0.04218089229920331,0.042411769243279725,5.787024531956326,-4.537519761944231
13,-0.11775756251608205,0.003718379968538498,0.0,0.001998071541112219,0.0339195914248116,0.010950186289846897,1.1094515457443777e-06,0.20697861909866333,1.0673036575317383,1.0667425394058228,1.0,0.06751835346221924,0.0718978711892116,3.8757865544103827,0.6608684621622911,0.03375917673110962,0.0359489355946058,3.8757865544103827,0.6608684621622911,0.0710155449661554,0.07168355783559735,4.874161751029524,-2.9547735676388647,0.0355077724830777,0.035841778917798675,4.874161751029524,-2.9547735676388647
14,-0.12642761402659947,0.004147499716148162,0.0,0.0025738562784619373,0.03170327396474333,0.011031013913452625,1.1183321930730017e-06,0.20794516801834106,1.072535753250122,1.0719397068023682,1.0,0.019472250571617715,0.027021215750353354,1.0862553652707405,0.952098855933751,0.009736125285808857,0.013510607875176677,1.0862553652707405,0.952098855933751,0.027228528378056546,0.02991422232132704,1.8814508308850133,0.3112875210219538,0.013614264189028273,0.01495711116066352,1.8814508308850133,0.3112875210219538
15,-0.13495550476587737,0.00501588796878345,0.0,0.002796513667737957,0.029664194991445948,0.011112856678664684,1.1272840083620395e-06,0.20893901586532593,1.0777721405029297,1.0771440267562866,1.0,0.03576147148751805,0.04090821537230471,2.0336375760145513,0.8902114160789555,0.017880735743759025,0.020454107686152356,2.0336375760145513,0.8902114160789555,0.05002388299680224,0.05205735361216273,3.447546413421497,-1.0856752678236279,0.02501194149840112,0.026028676806081365,3.447546413421497,-1.0856752678236279
16,-0.14731559679548964,0.0037264937881189278,0.0,0.0015835926178080363,0.027889145999892145,0.011195600964128971,1.1363074463588418e-06,0.20996376872062683,1.0830159187316895,1.082357406616211,1.0,0.09341680596017429,0.0957755579166564,5.38071419581884,0.39820926514832444,0.046708402980087146,0.0478877789583282,5.38071419581884,0.39820926514832444,0.09631583737392052,0.0970676702913286,6.614752089344568,-6.251564776709463,0.04815791868696026,0.0485338351456643,6.614752089344568,-6.251564776709463
17,-0.15934069123533037,0.0023886990966275334,0.0,0.0007267885443503925,0.018970303301118378,0.011278999969363213,1.1453944352979306e-06,0.21105660498142242,1.0882697105407715,1.0875818729400635,1.0,0.05170962341830262,0.05515277253637672,3.0694542308594825,0.8004412317183038,0.02585481170915131,0.02757638626818836,3.0694542308594825,0.8004412317183038,0.0434413470473944,0.04553735612602269,2.9576738571524164,-0.5959458155641812,0.0217206735236972,0.022768678063011347,2.9576738571524164,-0.5959458155641812
18,-0.16626945023353285,0.004694498643581556,0.0,0.000894446665622834,0.02619287982965127,0.011362235061824322,1.1545540701263235e-06,0.21225617825984955,1.0935293436050415,1.0928168296813965,1.0,0.029852838597745977,0.035393811350647376,1.8034672698418142,0.9178153368353257,0.014926419298872989,0.017696905675323688,1.8034672698418142,0.9178153368353257,0.031708902003718356,0.03375714659913409,2.1581269950343698,0.12297095226788513,0.015854451001859178,0.016878573299567046,2.1581269950343698,0.12297095226788513
