epoch,train_loss,train_data_loss,train_capacity_mae,train_capacity_rmse,train_capacity_mape,train_capacity_r2,train_soh_mae,train_soh_rmse,train_soh_mape,train_soh_r2,test_capacity_mae,test_capacity_rmse,test_capacity_mape,test_capacity_r2,test_soh_mae,test_soh_rmse,test_soh_mape,test_soh_r2
1,0.40094821167807293,0.40094821167807293,0.21043261096008822,0.2497596643496191,13.386907927792526,-2.182056435028217,0.10521630548004411,0.12487983217480955,13.386907927792526,-2.182056435028217,0.5032283535190657,0.5045438716914727,37.43326676695279,-161.08588796405593,0.25161417675953285,0.2522719358457364,37.43326676695279,-161.08588796405593
2,0.05783727639314965,0.05783727639314965,0.09522518744835487,0.11699695527529222,6.06193395247673,0.30174767048201856,0.047612593724177435,0.05849847763764611,6.06193395247673,0.30174767048201856,0.2927765355390661,0.29553321302693625,21.818631513003616,-54.610900098583954,0.14638826776953304,0.14776660651346812,21.818631513003616,-54.610900098583954
3,0.03830773734415953,0.03830773734415953,0.049838827206538275,0.05795316260130805,3.014754993351549,0.8286762562986398,0.024919413603269137,0.028976581300654024,3.014754993351549,0.8286762562986398,0.10003437247930788,0.1021678186211434,7.4652083901022595,-5.646233197026288,0.05001718623965394,0.0510839093105717,7.4652083901022595,-5.646233197026288
4,0.03351835102543362,0.03351835102543362,0.03130985732771393,0.03977743576914877,1.8220606596575335,0.9192882358655119,0.015654928663856964,0.019888717884574386,1.8220606596575335,0.9192882358655119,0.021721073225432753,0.023364841618629728,1.6193737207392822,0.6524054035520315,0.010860536612716376,0.011682420809314864,1.6193737207392822,0.6524054035520315
5,0.04112093507224678,0.04112093507224678,0.09813274990799081,0.10455516598421966,5.7667030228633624,0.44235955480707356,0.049066374953995406,0.05227758299210983,5.7667030228633624,0.44235955480707356,0.0661698439541985,0.0667843083011818,4.90278804722211,-1.8398552098149854,0.03308492197709925,0.0333921541505909,4.90278804722211,-1.8398552098149854
6,0.03441611658304165,0.03441611658304165,0.03501545364021236,0.046490710611396716,2.012804897615145,0.8897456730379961,0.01750772682010618,0.023245355305698358,2.012804897615145,0.8897456730379961,0.027714028077967027,0.029493281017379063,2.0504971870049085,0.4461482767253193,0.013857014038983513,0.014746640508689532,2.0504971870049085,0.4461482767253193
7,0.02522671248158838,0.02522671248158838,0.07970163761041103,0.08238260188818143,4.7529174158363725,0.6537942457844663,0.039850818805205517,0.041191300944090715,4.7529174158363725,0.6537942457844663,0.08820603875552907,0.08850028198413042,6.549953449086375,-3.986968700869765,0.044103019377764535,0.04425014099206521,6.549953449086375,-3.986968700869765
8,0.027070905265008282,0.027070905265008282,0.035808060923193254,0.042059231772538716,2.2563681800126703,0.909762730522499,0.017904030461596627,0.021029615886269358,2.2563681800126703,0.909762730522499,0.06286442513559379,0.06302271329464582,4.666183015675077,-1.5289574776971024,0.031432212567796894,0.03151135664732291,4.666183015675077,-1.5289574776971024
9,0.02571552612970018,0.02571552612970018,0.14465293721256092,0.1488872553514925,8.889714116250516,-0.130780528853498,0.07232646860628046,0.07444362767574625,8.889714116250516,-0.130780528853498,0.18912169512580423,0.18919248404579575,14.04351999257501,-21.790565026409983,0.09456084756290212,0.09459624202289788,14.04351999257501,-21.790565026409983
10,0.02240657987884986,0.02240657987884986,0.022004513659028925,0.02629724184396837,1.3187878506299318,0.9647236474379846,0.011002256829514463,0.013148620921984185,1.3187878506299318,0.9647236474379846,0.025945060393389535,0.027149730293104534,1.936297323605121,0.5306699381234928,0.012972530196694768,0.013574865146552267,1.936297323605121,0.5306699381234928
11,0.015629719369686566,0.015629719369686566,0.023146660918863412,0.03055826649299877,1.3250745515058913,0.9523655997442142,0.011573330459431706,0.015279133246499385,1.3250745515058913,0.9523655997442142,0.010798381824119418,0.012749352084243975,0.79424196213777,0.8965040005165683,0.005399190912059709,0.0063746760421219874,0.79424196213777,0.8965040005165683
12,0.01510497052859292,0.01510497052859292,0.1016089172444792,0.10331143133373785,6.075350779484411,0.4555474569060448,0.0508044586222396,0.051655715666868926,6.075350779484411,0.4555474569060448,0.09577771962857713,0.09609903040782518,7.1006330822586,-4.880108575100806,0.047888859814288566,0.04804951520391259,7.1006330822586,-4.880108575100806
13,0.016075250422024828,0.016075250422024828,0.03300987247727875,0.03892208142622824,1.9870312758760156,0.9227220865486407,0.016504936238639373,0.01946104071311412,1.9870312758760156,0.9227220865486407,0.05439147762223786,0.055087498995168876,4.032349408592932,-0.9322060818285605,0.02719573881111893,0.027543749497584438,4.032349408592932,-0.9322060818285605
