epoch,train_loss,train_data_loss,train_capacity_mae,train_capacity_rmse,train_capacity_mape,train_capacity_r2,train_soh_mae,train_soh_rmse,train_soh_mape,train_soh_r2,test_capacity_mae,test_capacity_rmse,test_capacity_mape,test_capacity_r2,test_soh_mae,test_soh_rmse,test_soh_mape,test_soh_r2
1,0.37161044636343277,0.37161044636343277,0.12447714092385055,0.16072257880869276,7.680842605379566,-0.6946885694542051,0.062238570461925276,0.08036128940434638,7.680842605379566,-0.6946885694542051,0.32188981654597265,0.32229617968849716,22.077414059852867,-78.94528102923414,0.16094490827298633,0.16114808984424858,22.077414059852867,-78.94528102923414
2,0.05419596426316306,0.05419596426316306,0.09018811405214489,0.10385526506278289,5.389227468264266,0.2923913177771176,0.04509405702607244,0.051927632531391446,5.389227468264266,0.2923913177771176,0.24746313282087737,0.2506263472985661,17.01911953962309,-47.34326378016671,0.12373156641043868,0.12531317364928304,17.01911953962309,-47.34326378016671
3,0.04328190979476158,0.04328190979476158,0.07964608302483192,0.09777234522032652,4.43683564375211,0.3728546867606385,0.03982304151241596,0.04888617261016326,4.43683564375211,0.3728546867606385,0.10173936451182646,0.10558688300042497,7.016402889281636,-7.5802996888373375,0.05086968225591323,0.052793441500212486,7.016402889281636,-7.5802996888373375
4,0.029384101203714427,0.029384101203714427,0.07086167478153849,0.08821854928144438,3.916463845303669,0.4894292400693995,0.03543083739076924,0.04410927464072219,3.916463845303669,0.4894292400693995,0.019742865188449036,0.02154344138290581,1.3651720990159253,0.642798991036865,0.009871432594224518,0.010771720691452906,1.3651720990159253,0.642798991036865
5,0.043786938787780255,0.043786938787780255,0.09941632931049053,0.10500533851620567,5.669079729746921,0.2766326963069138,0.04970816465524527,0.05250266925810283,5.669079729746921,0.2766326963069138,0.06070284048716227,0.06110504350971174,4.154248807778874,-1.8736682755856142,0.030351420243581135,0.03055252175485587,4.154248807778874,-1.8736682755856142
6,0.033107825260386504,0.033107825260386504,0.031967455505305886,0.038192191809361946,1.8169356680113034,0.9043058737107146,0.015983727752652943,0.019096095904680973,1.8169356680113034,0.9043058737107146,0.04000207957099466,0.04123971834372589,2.750784640773199,-0.30892239760325335,0.02000103978549733,0.020619859171862945,2.750784640773199,-0.30892239760325335
7,0.02062755897959583,0.02062755897959583,0.05283919460753091,0.05510078876155514,3.086308119957354,0.8008172392595517,0.026419597303765453,0.02755039438077757,3.086308119957354,0.8008172392595517,0.09057514106526095,0.09214888103192023,6.2290925911288735,-5.535256685323636,0.045287570532630474,0.046074440515960116,6.2290925911288735,-5.535256685323636
8,0.02294774350320172,0.02294774350320172,0.030528390509450536,0.034372341263268484,1.8180708835745205,0.9224906051800664,0.015264195254725268,0.017186170631634242,1.8180708835745205,0.9224906051800664,0.019101376627005784,0.023685088099903284,1.290089845605879,0.5682498201504063,0.009550688313502892,0.011842544049951642,1.290089845605879,0.5682498201504063
9,0.024800763807745062,0.024800763807745062,0.12801332453377226,0.13104210871575425,7.567520459164824,-0.12656917037955218,0.06400666226688613,0.06552105435787713,7.567520459164824,-0.12656917037955218,0.15509342679790422,0.15527674861055063,10.619907695763303,-17.556470497029917,0.07754671339895211,0.07763837430527532,10.619907695763303,-17.556470497029917
10,0.01964337197251809,0.01964337197251809,0.031953186051458374,0.03688486558033344,1.9290275408401538,0.9107450057819692,0.015976593025729187,0.01844243279016672,1.9290275408401538,0.9107450057819692,0.05372148167853262,0.054049358363932314,3.6798638313800516,-1.248348368640281,0.02686074083926631,0.027024679181966157,3.6798638313800516,-1.248348368640281
