epoch,train_loss,train_data_loss,train_structural_loss,train_temporal_loss,train_monotonicity_loss,train_verhulst_r,train_verhulst_R,train_verhulst_K,train_lambda_u,train_lambda_t,train_lambda_f,train_capacity_mae,train_capacity_rmse,train_capacity_mape,train_capacity_r2,train_soh_mae,train_soh_rmse,train_soh_mape,train_soh_r2,test_capacity_mae,test_capacity_rmse,test_capacity_mape,test_capacity_r2,test_soh_mae,test_soh_rmse,test_soh_mape,test_soh_r2
1,0.10195649097649714,0.10004652824459805,0.005824753707547954,0.0,0.06834623956272745,0.009992247447371483,1.008035610539082e-06,0.2006961703300476,1.0050081014633179,1.0,1.0050652027130127,0.20108278999980697,0.24284220978087578,12.832402269855962,-2.0082340722745164,0.10054139499990349,0.12142110489043789,12.832402269855962,-2.0082340722745164,0.5029047400343651,0.5043731092699897,37.413738644843264,-160.97619088341634,0.25145237001718257,0.25218655463499484,37.413738644843264,-160.97619088341634
2,0.0048611438315775655,0.014565201774717141,0.004234617238137453,0.0,0.05856252633608305,0.010030856356024742,1.0161296586375101e-06,0.2010154277086258,1.0101430416107178,1.0,1.0101449489593506,0.10046481372963668,0.122610787098144,6.3878531967058585,0.23313196723000773,0.05023240686481834,0.061305393549072,6.3878531967058585,0.23313196723000773,0.30445507928436877,0.30742870280638607,22.6905346027539,-59.17777950722771,0.15222753964218438,0.15371435140319303,22.6905346027539,-59.17777950722771
3,-0.01040908805707581,0.00970574635733715,0.003922071762489449,0.0,0.04410990754253844,0.010083931498229504,1.0242868029308738e-06,0.20129159092903137,1.0153083801269531,1.0,1.0152379274368286,0.06205862913376246,0.07215467656319996,3.7438625111540147,0.7344219106183933,0.03102931456688123,0.03607733828159998,3.7438625111540147,0.7344219106183933,0.131260963047252,0.1336831012221269,9.794345752138447,-10.378902006966493,0.065630481523626,0.06684155061106345,9.794345752138447,-10.378902006966493
4,-0.02411835382764156,0.007833344993205408,0.0021977223815723783,0.0,0.04646149073910509,0.010144931264221668,1.0325094308427651e-06,0.20151302218437195,1.020485281944275,1.0,1.020342469215393,0.048594250638260804,0.06025628110782686,2.817389760338171,0.8147885113417864,0.024297125319130402,0.03012814055391343,2.817389760338171,0.8147885113417864,0.05686665750017353,0.057935693919628474,4.2410740854020625,-1.1371733976300251,0.028433328750086764,0.028967846959814237,4.2410740854020625,-1.1371733976300251
5,-0.030344099315822635,0.009019111911965232,0.004734052182800205,0.0,0.04839724480596363,0.010210787877440453,1.0407981108073727e-06,0.20170322060585022,1.0256659984588623,1.0,1.0254557132720947,0.11084389177143064,0.12003297786892826,6.473982483497267,0.2650387623697237,0.05542194588571532,0.06001648893446413,6.473982483497267,0.2650387623697237,0.0489958922068278,0.050146167770387655,3.6193250963885646,-0.6011161281503483,0.0244979461034139,0.025073083885193827,3.6193250963885646,-0.6011161281503483
6,-0.04465628249777688,0.007883258609690217,0.001651242933072882,0.0,0.041110484773277216,0.010279380716383457,1.0491512512089685e-06,0.2019055187702179,1.0308482646942139,1.0,1.0305792093276978,0.04433825790372669,0.06027666440785872,2.5156906635863066,0.8146631846602161,0.022169128951863345,0.03013833220392936,2.5156906635863066,0.8146631846602161,0.011037342688616584,0.015080890732425653,0.8071052280870785,0.855189077492726,0.005518671344308292,0.007540445366212826,0.8071052280870785,0.855189077492726
7,-0.05633347701185789,0.006204597381317717,0.0016678986714676004,0.0,0.028562065882560533,0.010348977521061897,1.057565327755583e-06,0.20218539237976074,1.0360337495803833,1.0,1.0357147455215454,0.05459693252530872,0.062052217937851005,3.1943538808660867,0.8035835344036789,0.02729846626265436,0.031026108968925502,3.1943538808660867,0.8035835344036789,0.041116859398636164,0.04237484193918331,3.0400861606352483,-0.1433087206499517,0.020558429699318082,0.021187420969591655,3.0400861606352483,-0.1433087206499517
8,-0.06763917532486793,0.005144051093066859,0.0014091479941457808,0.0,0.03160624333426484,0.010419611819088459,1.0660469342838041e-06,0.20251570641994476,1.0412260293960571,1.0,1.0408604145050049,0.0475739953864334,0.055766304521843967,3.005363567257073,0.8413620805123758,0.0237869976932167,0.027883152260921983,3.005363567257073,0.8413620805123758,0.08663877786374559,0.0869003791120771,6.440741452423031,-3.80829025041118,0.043319388931872795,0.04345018955603855,6.440741452423031,-3.80829025041118
9,-0.07720713979668087,0.005799193412829668,0.001079549383980015,0.0,0.027158697064106282,0.010491077788174152,1.0745967529146583e-06,0.20291481912136078,1.046424388885498,1.0,1.0460162162780762,0.12614016553275606,0.13034218647759102,7.753945085535105,0.1333708806311813,0.06307008276637803,0.06517109323879551,7.753945085535105,0.1333708806311813,0.16154521820591947,0.16168601342666608,12.000066372407177,-15.645323488940775,0.08077260910295973,0.08084300671333304,12.000066372407177,-15.645323488940775
10,-0.08867566319357635,0.004740313296484896,0.0006150529417439422,0.0,0.027879640587374695,0.010563052259385586,1.0832086445589084e-06,0.2033841609954834,1.0516289472579956,1.0,1.0511821508407593,0.02027624488895775,0.029271229713630907,1.1517418722732586,0.9562935825433998,0.010138122444478875,0.014635614856815454,1.1517418722732586,0.9562935825433998,0.006971373277551988,0.009117333181086954,0.5133264112338836,0.9470723044737165,0.003485686638775994,0.004558666590543477,0.5133264112338836,0.9470723044737165
11,-0.09868234313196605,0.003613191195087046,0.0015883874317280885,0.0,0.027868396069249537,0.010636430233716965,1.091887725124252e-06,0.2038564831018448,1.0568420886993408,1.0,1.0563558340072632,0.038925534639603056,0.044258246394947354,2.283289967745149,0.900080171914027,0.019462767319801528,0.022129123197473677,2.283289967745149,0.900080171914027,0.030209758702446434,0.031245942998499237,2.232483809574459,0.3783662205912487,0.015104879351223217,0.015622971499249618,2.232483809574459,0.3783662205912487
12,-0.10892437487585932,0.003376921805011857,0.001422255083261372,0.0,0.027599971773278,0.010711311362683773,1.1006362683474435e-06,0.20434056222438812,1.0620616674423218,1.0,1.0615358352661133,0.07624958824907613,0.07982585524639732,4.519232405918835,0.6749498026389404,0.038124794124538064,0.03991292762319866,4.519232405918835,0.6749498026389404,0.061416836345897,0.06208783266632147,4.546239634058891,-1.454484723805047,0.0307084181729485,0.031043916333160736,4.546239634058891,-1.454484723805047
13,-0.11902345907993805,0.0034000044270681264,0.0010991143328873997,0.0,0.031537955770125754,0.010787064209580421,1.1094515457443777e-06,0.20484398305416107,1.067289113998413,1.0,1.0667253732681274,0.02373212728744898,0.032165167364880745,1.4056710182474814,0.9472241903560872,0.01186606364372449,0.016082583682440373,1.4056710182474814,0.9472241903560872,0.03621132701051002,0.03742468584026585,2.6793544627111574,0.10820781888798214,0.01810566350525501,0.018712342920132925,2.6793544627111574,0.10820781888798214
14,-0.12718916576132816,0.004240935017617467,0.001740837177912442,0.0,0.02896303995552226,0.010864483192563057,1.1183321930730017e-06,0.20532965660095215,1.0725212097167969,1.0,1.071921944618225,0.016495480496659238,0.022081135281235707,0.9653332607940781,0.9751282656423848,0.008247740248329619,0.011040567640617853,0.9653332607940781,0.9751282656423848,0.014380681748483694,0.016060548254998513,1.0650938744834908,0.8357641105729564,0.007190340874241847,0.008030274127499256,1.0650938744834908,0.8357641105729564
15,-0.13690430549984303,0.004513237840281083,0.001458640357093392,0.0,0.02680297654408675,0.010942736640572548,1.1272840083620395e-06,0.20583955943584442,1.0777579545974731,1.0,1.0771268606185913,0.020298386231446877,0.027511128645464834,1.1934349043755914,0.9613917524648996,0.010149193115723439,0.013755564322732417,1.1934349043755914,0.9613917524648996,0.037176017667732986,0.037711223025964316,2.7629684373802803,0.09449976292576479,0.018588008833866493,0.018855611512982158,2.7629684373802803,0.09449976292576479
16,-0.14774317529975858,0.0035735157827854664,0.0013145193773268077,0.0,0.02838740465987442,0.0110219307243824,1.1363074463588418e-06,0.20638532936573029,1.0830018520355225,1.0,1.0823408365249634,0.056363246379754484,0.059399734323372866,3.3897365508974104,0.8200166716942173,0.028181623189877242,0.029699867161686433,3.3897365508974104,0.8200166716942173,0.07955235593459185,0.07980191676316914,5.907784503452742,-3.054842400639189,0.03977617796729593,0.03990095838158457,5.907784503452742,-3.054842400639189
17,-0.15910663194635993,0.002385182942972224,0.0009196513450831876,0.0,0.02033011194987175,0.011101885698735714,1.1453944352979306e-06,0.20696792006492615,1.0882552862167358,1.0,1.0875637531280518,0.055961877871782355,0.058798426342899356,3.4205470464604844,0.8236421971581214,0.027980938935891177,0.029399213171449678,3.4205470464604844,0.8236421971581214,0.047435702062120624,0.04778963567187197,3.5195673911977803,-0.454168634267504,0.023717851031060312,0.023894817835935986,3.5195673911977803,-0.454168634267504
18,-0.16704842970412,0.0039415382441833745,0.0009049363644509059,0.0,0.02547201794436854,0.011182252317667007,1.1545540701263235e-06,0.20760340988636017,1.0935152769088745,1.0,1.0927958488464355,0.03806492609855456,0.04305202500438425,2.3775061371702053,0.9054524147770874,0.01903246304927728,0.021526012502192125,2.3775061371702053,0.9054524147770874,0.049196657012490666,0.049456569997429145,3.653151355464601,-0.557382605550317,0.024598328506245333,0.024728284998714573,3.653151355464601,-0.557382605550317
19,-0.17626461934330118,0.003901386457399871,0.0012803862248561056,0.0,0.02400280598901276,0.011264078319072723,1.163786919278209e-06,0.20826028287410736,1.0987802743911743,1.0,1.0980349779129028,0.08694200026683319,0.09011013677652281,5.337732436620003,0.5857995452085527,0.04347100013341659,0.045055068388261406,5.337732436620003,0.5857995452085527,0.09466050652896657,0.09480550620220227,7.024259810876162,-4.72287758739749,0.047330253264483285,0.04740275310110113,7.024259810876162,-4.72287758739749
20,-0.18572303818331826,0.00468785405302277,0.0005719334937107966,0.0,0.020475872179381866,0.011345949955284595,1.1730891174011049e-06,0.20898497104644775,1.104050636291504,1.0,1.1032835245132446,0.07935408954946403,0.08259806277683394,4.876029974815746,0.651980966210945,0.039677044774732016,0.04129903138841697,4.876029974815746,0.651980966210945,0.08601838467167873,0.08618350289957659,6.3825608990381175,-3.7292864231830913,0.043009192335839365,0.043091751449788294,6.3825608990381175,-3.7292864231830913
21,-0.19621643538658434,0.003343655238262354,0.0010297967406415378,0.0,0.023074047305645086,0.011428388766944408,1.1824612329291995e-06,0.20969447493553162,1.109328269958496,1.0,1.1085402965545654,0.01474571431803907,0.01779183931259408,0.8819517139272771,0.9838525120630104,0.007372857159019535,0.00889591965629704,0.8819517139272771,0.9838525120630104,0.008940406874114392,0.010511226424604026,0.6668698323060785,0.9296516174783752,0.004470203437057196,0.005255613212302013,0.6668698323060785,0.9296516174783752
22,-0.20667543918149084,0.0027482970538111324,0.0007510527061834796,0.0,0.022350225183698866,0.011511518619954586,1.1919080407096772e-06,0.21040870249271393,1.1146156787872314,1.0,1.1138049364089966,0.01584261706751636,0.02111031121601149,0.938114410497841,0.9772672201893867,0.00792130853375818,0.010555155608005745,0.938114410497841,0.9772672201893867,0.03293447634753059,0.03349985676285569,2.4478868079580187,0.28544899599457674,0.016467238173765296,0.016749928381427845,2.4478868079580187,0.28544899599457674
23,-0.21596900876770672,0.0025103577555945287,0.001139644692098706,0.0,0.021725080015822355,0.011595504358410835,1.2014293133688625e-06,0.2111617773771286,1.119912028312683,1.0,1.119077444076538,0.0976626536785028,0.09906323379791995,5.891567607124394,0.4994029622220151,0.0488313268392514,0.049531616898959976,5.891567607124394,0.4994029622220151,0.0691537857055664,0.06946125351300796,5.12748843600709,-2.0720803214713066,0.0345768928527832,0.03473062675650398,5.12748843600709,-2.0720803214713066
24,-0.22472016755332294,0.0037579592615843583,0.0004989999245006978,0.0,0.019418233734929662,0.01168050803244114,1.2110184570701676e-06,0.2119181603193283,1.1252117156982422,1.0,1.1243577003479004,0.03441993293599186,0.03867109992815498,2.0212951196490785,0.9237154965758434,0.01720996646799593,0.01933554996407749,2.0212951196490785,0.9237154965758434,0.03609885421453738,0.036946000161216144,2.6891561740709826,0.13087510653481416,0.01804942710726869,0.018473000080608072,2.6891561740709826,0.13087510653481416
25,-0.2348751114983844,0.002603397167359407,0.0009782742888332866,0.0,0.020005621334426422,0.011766287498176098,1.2206841120132594e-06,0.2127223014831543,1.1305207014083862,1.0,1.1296459436416626,0.06080894083039373,0.0636618579155264,3.627161776795007,0.7932612473894419,0.030404470415196866,0.0318309289577632,3.627161776795007,0.7932612473894419,0.016339902784310134,0.01786375667700137,1.2044144436833473,0.7968144014292574,0.008169951392155067,0.008931878338500685,1.2044144436833473,0.7968144014292574
26,-0.24302270078760946,0.003033039428723546,0.001625244087802294,0.0,0.023099136658203907,0.011852300725877285,1.2304271876928397e-06,0.2135210633277893,1.1358370780944824,1.0,1.1349411010742188,0.014004516805339063,0.016915640469926434,0.8358753488768293,0.9854037879010369,0.007002258402669531,0.008457820234963217,0.8358753488768293,0.9854037879010369,0.02284992909898945,0.02363803688800651,1.7023840227870661,0.6442293267218209,0.011424964549494725,0.011819018444003255,1.7023840227870661,0.6442293267218209
