epoch,train_loss,train_data_loss,train_structural_loss,train_temporal_loss,train_monotonicity_loss,train_verhulst_r,train_verhulst_R,train_verhulst_K,train_lambda_u,train_lambda_t,train_lambda_f,train_capacity_mae,train_capacity_rmse,train_capacity_mape,train_capacity_r2,train_soh_mae,train_soh_rmse,train_soh_mape,train_soh_r2,test_capacity_mae,test_capacity_rmse,test_capacity_mape,test_capacity_r2,test_soh_mae,test_soh_rmse,test_soh_mape,test_soh_r2
1,0.10199973438508235,0.10053129236683504,0.0,0.005381954064773557,0.06938284661015894,0.010065180249512196,1.008035610539082e-06,0.19934746623039246,1.0050079822540283,1.0050647258758545,1.0,0.2007411820256812,0.24318090147211638,12.816983401868281,-2.0166310835727277,0.1003705910128406,0.12159045073605819,12.816983401868281,-2.0166310835727277,0.5043837790395699,0.5058994701363767,37.52486240366488,-161.95803631115217,0.25219188951978494,0.25294973506818835,37.52486240366488,-161.95803631115217
2,0.008183088097880539,0.015825617206720714,0.0,0.0062732906129599735,0.05866834610445887,0.010125025175511837,1.0161296586375101e-06,0.1993526667356491,1.0101423263549805,1.01014244556427,1.0,0.10080317452422574,0.12157519566216536,6.371159662739416,0.24603145467090526,0.05040158726211287,0.06078759783108268,6.371159662739416,0.24603145467090526,0.30845869288725014,0.31172612760740354,22.992799008962457,-60.871941306792735,0.15422934644362507,0.15586306380370177,22.992799008962457,-60.871941306792735
3,-0.006801025082285588,0.010077824175325979,0.0,0.0071051375022925176,0.044847363844895974,0.010188842192292213,1.0242868029308738e-06,0.19959145784378052,1.015307903289795,1.0152335166931152,1.0,0.07100419203440349,0.08414282552360844,4.180790886686552,0.6388418191969607,0.035502096017201744,0.04207141276180422,4.180790886686552,0.6388418191969607,0.1286674317191629,0.1313687650973801,9.605282962288648,-9.988326833323267,0.06433371585958145,0.06568438254869005,9.605282962288648,-9.988326833323267
4,-0.022540746049748525,0.00892159690021768,0.0,0.0026527324826865414,0.047472469062886685,0.010256847366690636,1.0325094308427651e-06,0.1998441219329834,1.020484447479248,1.0203356742858887,1.0,0.05797228242597009,0.06518361264950003,3.5390241785695644,0.7832594721451367,0.028986141212985046,0.03259180632475001,3.5390241785695644,0.7832594721451367,0.11797248148450665,0.11858648595024313,8.781135851381967,-7.954013263304608,0.058986240742253324,0.05929324297512156,8.781135851381967,-7.954013263304608
5,-0.029413025475974776,0.008770675758600362,0.0,0.005885266153988341,0.04864778248672812,0.010328437201678753,1.0407981108073727e-06,0.20010650157928467,1.0256664752960205,1.0254480838775635,1.0,0.09432234927120371,0.10870648472711286,5.426128122110112,0.3971987034659308,0.047161174635601856,0.05435324236355643,5.426128122110112,0.3971987034659308,0.010429529582752901,0.013512866326907815,0.7593260655356231,0.8837367939452182,0.005214764791376451,0.006756433163453908,0.7593260655356231,0.8837367939452182
6,-0.044570083196601294,0.0074826596925656,0.0,0.0021297796608740443,0.04028978498063536,0.010401532053947449,1.0491512512089685e-06,0.20040656626224518,1.0308510065078735,1.0305721759796143,1.0,0.06342373240707266,0.07685635521978534,3.639873017303521,0.6986835490128298,0.03171186620353633,0.03842817760989267,3.639873017303521,0.6986835490128298,0.014294000232920927,0.018701908742164354,1.0419253985075874,0.7773005212445782,0.007147000116460463,0.009350954371082177,1.0419253985075874,0.7773005212445782
7,-0.05623272538949282,0.006155826907573093,0.0,0.0018124768984252692,0.02997571815792312,0.01047496683895588,1.057565327755583e-06,0.20087020099163055,1.0360386371612549,1.0357097387313843,1.0,0.06287068077641675,0.06950293875038684,3.6962752810556045,0.7535835993777834,0.031435340388208374,0.03475146937519342,3.6962752810556045,0.7535835993777834,0.05152888157788445,0.05245923533019587,3.813857611730018,-0.752230538983413,0.025764440788942224,0.026229617665097935,3.813857611730018,-0.752230538983413
8,-0.06781435993492094,0.004946861599181962,0.0,0.001439736183641814,0.03247836372281751,0.010548456571996212,1.0660469342838041e-06,0.2014981508255005,1.0412333011627197,1.040858268737793,1.0,0.051784924971751675,0.05843437122649185,3.2415021129946577,0.8258193029913667,0.025892462485875838,0.029217185613245926,3.2415021129946577,0.8258193029913667,0.07597389174442665,0.07625647628486251,5.645803638635108,-2.7025488741686594,0.037986945872213324,0.038128238142431256,5.645803638635108,-2.7025488741686594
9,-0.07772085363538857,0.005320874970151573,0.0,0.001072143344370286,0.025257798086883675,0.010622020810842514,1.0745967529146583e-06,0.20227302610874176,1.0464344024658203,1.0460175275802612,1.0,0.1254761871109661,0.128369923754775,7.666392004309365,0.15939912037430648,0.06273809355548304,0.0641849618773875,7.666392004309365,0.15939912037430648,0.1333355366014967,0.13350662777535569,9.899796283288584,-10.348879534086306,0.06666776830074835,0.06675331388767784,9.899796283288584,-10.348879534086306
10,-0.08883280701871611,0.0045940928065623995,0.0,0.0006236660949579128,0.02783506904911791,0.010695812292397022,1.0832086445589084e-06,0.2031782567501068,1.0516412258148193,1.0511868000030518,1.0,0.023470006437383145,0.030963946135783297,1.3883232056867194,0.9510924530840623,0.011735003218691573,0.015481973067891648,1.3883232056867194,0.9510924530840623,0.039432429799846576,0.040269043943287466,2.9234406688210632,-0.032499788172378974,0.019716214899923288,0.020134521971643733,2.9234406688210632,-0.032499788172378974
