epoch,train_loss,train_data_loss,train_capacity_mae,train_capacity_rmse,train_capacity_mape,train_capacity_r2,train_soh_mae,train_soh_rmse,train_soh_mape,train_soh_r2,test_capacity_mae,test_capacity_rmse,test_capacity_mape,test_capacity_r2,test_soh_mae,test_soh_rmse,test_soh_mape,test_soh_r2
15,0.017801846499028412,0.017801846499028412,0.06965168533117874,0.07584032811583957,4.219667601901513,0.6441931860998551,0.03482584266558937,0.037920164057919786,4.219667601901513,0.6441931860998551,0.04392802119255066,0.04704400607697702,3.15683584838617,-1.8459607330865881,0.02196401059627533,0.02352200303848851,3.15683584838617,-1.8459607330865881
16,0.018788925088618114,0.018788925088618114,0.08164568310198576,0.08724156265085223,5.137867728223151,0.5291736870058837,0.04082284155099288,0.043620781325426114,5.137867728223151,0.5291736870058837,0.11275624334812165,0.11392392741899117,8.123406755437841,-15.689764388132918,0.056378121674060824,0.056961963709495585,8.123406755437841,-15.689764388132918
17,0.022904184849365898,0.022904184849365898,0.05548255858214005,0.06407087431360418,3.318495354873267,0.7460576377932768,0.027741279291070026,0.03203543715680209,3.318495354873267,0.7460576377932768,0.022479376196861266,0.025662544203424453,1.613823258394222,0.1531241864946462,0.011239688098430633,0.012831272101712227,1.613823258394222,0.1531241864946462
18,0.015682235198176426,0.015682235198176426,0.0499649501365164,0.05835694224293614,3.009975639459939,0.7893318361492114,0.0249824750682582,0.02917847112146807,3.009975639459939,0.7893318361492114,0.02725519835948944,0.030990880203921496,1.9582661008362152,-0.2350602131517856,0.01362759917974472,0.015495440101960748,1.9582661008362152,-0.2350602131517856
19,0.012942096218466759,0.012942096218466759,0.023688661015552025,0.03126311105292374,1.4123641734777097,0.9395385941869557,0.011844330507776012,0.01563155552646187,1.4123641734777097,0.9395385941869557,0.016263508796691896,0.022300619688923388,1.1711337204759424,0.36047994009352946,0.008131754398345948,0.011150309844461694,1.1711337204759424,0.36047994009352946
20,0.012941051315030327,0.012941051315030327,0.025057392275851707,0.030570695970964477,1.5052526228032295,0.9421871331085371,0.012528696137925854,0.015285347985482239,1.5052526228032295,0.9421871331085371,0.016270929574966432,0.02264430243012424,1.1708593853604943,0.34061630791378394,0.008135464787483216,0.01132215121506212,1.1708593853604943,0.34061630791378394
21,0.015898927560319073,0.015898927560319073,0.09569553966107576,0.10009615792728731,5.911366818423844,0.38020414125209456,0.04784776983053788,0.050048078963643654,5.911366818423844,0.38020414125209456,0.09892171323299408,0.10099327094174503,7.119467859429193,-12.116114078164241,0.04946085661649704,0.05049663547087251,7.119467859429193,-12.116114078164241
22,0.01863272536707961,0.01863272536707961,0.13066748173340506,0.13341612947620307,8.091520353804826,-0.10110954846711695,0.06533374086670253,0.06670806473810154,8.091520353804826,-0.10110954846711695,0.13436422646045684,0.13581047407759111,9.675270227627914,-22.71847920741883,0.06718211323022842,0.06790523703879556,9.675270227627914,-22.71847920741883
23,0.024373296972202217,0.024373296972202217,0.023508071899414062,0.033295482850835056,1.3826649393810138,0.9314220515027883,0.011754035949707031,0.016647741425417528,1.3826649393810138,0.9314220515027883,0.016056585311889648,0.020436902609294788,1.156807067927803,0.46290580371447687,0.008028292655944824,0.010218451304647394,1.156807067927803,0.46290580371447687
24,0.02123918044178382,0.02123918044178382,0.022892812023992123,0.031908437109732755,1.3556528167801314,0.9370167713342861,0.011446406011996061,0.015954218554866378,1.3556528167801314,0.9370167713342861,0.01652873456478119,0.02176123304702988,1.19090365066263,0.39104204416533916,0.008264367282390595,0.01088061652351494,1.19090365066263,0.39104204416533916
25,0.016154591075104217,0.016154591075104217,0.033927033776822296,0.03857710735587086,2.1134890600164438,0.9079395330179926,0.016963516888411148,0.01928855367793543,2.1134890600164438,0.9079395330179926,0.046258431673049924,0.05088076967707927,3.335287726269413,-2.3291062296098555,0.023129215836524962,0.025440384838539633,3.335287726269413,-2.3291062296098555
26,0.014982316885953363,0.014982316885953363,0.023594849783441296,0.02830203206107052,1.4276777748657095,0.9504493801662262,0.011797424891720648,0.01415101603053526,1.4276777748657095,0.9504493801662262,0.026215288043022155,0.03066526069261788,1.8885929284517995,-0.2092431363071865,0.013107644021511078,0.01533263034630894,1.8885929284517995,-0.2092431363071865
27,0.011396815352465796,0.011396815352465796,0.030156415441761845,0.04019184786858904,1.7831066093413066,0.9000714002265797,0.015078207720880922,0.02009592393429452,1.7831066093413066,0.9000714002265797,0.016914638876914977,0.02050675798554512,1.21806503308435,0.4592278453088652,0.008457319438457489,0.01025337899277256,1.21806503308435,0.4592278453088652
28,0.016683569744877193,0.016683569744877193,0.087106229170509,0.09016732457358385,5.404020529287265,0.49706458131993925,0.0435531145852545,0.04508366228679193,5.404020529287265,0.49706458131993925,0.07954237461090088,0.08120879127173442,5.722874039556351,-7.480596526315397,0.03977118730545044,0.04060439563586721,5.722874039556351,-7.480596526315397
29,0.023786353190308033,0.023786353190308033,0.15015411376953125,0.15195650221287232,9.213334660528986,-0.42840851617021003,0.07507705688476562,0.07597825110643616,9.213334660528986,-0.42840851617021003,0.14296024441719055,0.14358983300539246,10.292751491159377,-25.513538322512343,0.07148012220859527,0.07179491650269623,10.292751491159377,-25.513538322512343
30,0.0211600575434125,0.0211600575434125,0.020192330298216446,0.02855518542609424,1.184689288219727,0.9495589842468769,0.010096165149108223,0.01427759271304712,1.184689288219727,0.9495589842468769,0.010295572876930236,0.014679312407108827,0.7406147061354065,0.7229030564516964,0.005147786438465118,0.007339656203554414,0.7406147061354065,0.7229030564516964
31,0.0215227579616982,0.0215227579616982,0.04852704250294229,0.05424434696553014,3.081783469167263,0.8179784431235578,0.024263521251471146,0.02712217348276507,3.081783469167263,0.8179784431235578,0.07758189737796783,0.07883747383111651,5.58997013062507,-6.992556380666651,0.03879094868898392,0.03941873691555826,5.58997013062507,-6.992556380666651
32,0.01640694290804474,0.01640694290804474,0.10989489892254704,0.11429250495855695,6.655563569383398,0.1919293056290663,0.05494744946127352,0.05714625247927847,6.655563569383398,0.1919293056290663,0.06814916729927063,0.06936856053507041,4.900007184693635,-5.18793401515219,0.034074583649635316,0.03468428026753521,4.900007184693635,-5.18793401515219
33,0.015559956633850285,0.015559956633850285,0.04972230481064838,0.054476859879562516,3.13378845381456,0.8164146647671086,0.02486115240532419,0.027238429939781258,3.13378845381456,0.8164146647671086,0.06809406280517578,0.06956662364777302,4.905199327472275,-5.223320396218488,0.03404703140258789,0.03478331182388651,4.905199327472275,-5.223320396218488
34,0.01233188066955494,0.01233188066955494,0.056322592756022576,0.06019817284762189,3.4577273245397255,0.7758284609234637,0.028161296378011288,0.030099086423810945,3.4577273245397255,0.7758284609234637,0.061917674541473386,0.06327385896822418,4.459650309182802,-4.148360542588763,0.030958837270736693,0.03163692948411209,4.459650309182802,-4.148360542588763
35,0.015537870804900709,0.015537870804900709,0.01992565393447876,0.024596617052710382,1.222246712923875,0.9625747583253916,0.00996282696723938,0.012298308526355191,1.222246712923875,0.9625747583253916,0.03319143950939178,0.03523672595833518,2.395748672616127,-0.5966561811032838,0.01659571975469589,0.01761836297916759,2.395748672616127,-0.5966561811032838
36,0.00975835315235283,0.00975835315235283,0.04125443748805834,0.04493499520575486,2.545235229156098,0.8750940135293206,0.02062721874402917,0.02246749760287743,2.545235229156098,0.8750940135293206,0.023623698949813844,0.026096668174719517,1.6947974692188827,0.12422925061342571,0.011811849474906922,0.013048334087359758,1.6947974692188827,0.12422925061342571
37,0.011641094400344984,0.011641094400344984,0.043278453142746635,0.047505030299784756,2.650823676565424,0.8603975458254425,0.021639226571373318,0.023752515149892378,2.650823676565424,0.8603975458254425,0.05158217251300812,0.05251470066518199,3.71739694727755,-2.5463541017504565,0.02579108625650406,0.026257350332590995,3.71739694727755,-2.5463541017504565
38,0.010675098949476429,0.010675098949476429,0.01980782591778299,0.026276420397425945,1.1922835472661288,0.9572883590163259,0.009903912958891495,0.013138210198712972,1.1922835472661288,0.9572883590163259,0.02316995561122894,0.02488339907872136,1.6715575508814238,0.203767833389922,0.01158497780561447,0.01244169953936068,1.6715575508814238,0.203767833389922
39,0.010754195811307949,0.010754195811307949,0.026737495608951733,0.030436264935894655,1.6664669769494778,0.9426944657293336,0.013368747804475866,0.015218132467947327,1.6664669769494778,0.9426944657293336,0.023754891753196717,0.02532296516966229,1.707682552850767,0.17538842981243585,0.011877445876598359,0.012661482584831145,1.707682552850767,0.17538842981243585
40,0.011688091690935518,0.011688091690935518,0.015564904264781786,0.020072538571070466,0.9282589989587045,0.9750759590273819,0.007782452132390893,0.010036269285535233,0.9282589989587045,0.9750759590273819,0.011422047019004821,0.013176009266401102,0.8253119061819211,0.7767517351935274,0.005711023509502411,0.006588004633200551,0.8253119061819211,0.7767517351935274
41,0.01301989512032141,0.01301989512032141,0.06201847998992256,0.06505596871776698,3.8099033211280853,0.7381888426390628,0.03100923999496128,0.03252798435888349,3.8099033211280853,0.7381888426390628,0.07230584621429444,0.07300182496910876,5.209751234787889,-5.853110637334947,0.03615292310714722,0.03650091248455438,5.209751234787889,-5.853110637334947
42,0.013987138381470804,0.013987138381470804,0.01904550842616869,0.02387015296550004,1.1557166867098405,0.9647528295728564,0.009522754213084345,0.01193507648275002,1.1557166867098405,0.9647528295728564,0.009530234336853027,0.011072751163806854,0.6874388357675991,0.8423364179847412,0.004765117168426513,0.005536375581903427,0.6874388357675991,0.8423364179847412
43,0.010774901136755943,0.010774901136755943,0.06171716425729835,0.06584433963161182,3.770485756475059,0.731804956728984,0.030858582128649174,0.03292216981580591,3.770485756475059,0.731804956728984,0.030293196439743042,0.032971445484327136,2.1741576464366896,-0.39796495156005807,0.015146598219871521,0.016485722742163568,2.1741576464366896,-0.39796495156005807
44,0.015133578856678112,0.015133578856678112,0.02846973875294561,0.03416408859856664,1.7566326616039858,0.9277972842049668,0.014234869376472805,0.01708204429928332,1.7566326616039858,0.9277972842049668,0.04021202325820923,0.042444824959520094,2.8978033886850127,-1.3167000213343045,0.020106011629104616,0.021222412479760047,2.8978033886850127,-1.3167000213343045
45,0.008811686248720987,0.008811686248720987,0.03307588333668916,0.03708648994588879,2.063176931489086,0.9149165058024624,0.01653794166834458,0.018543244972944396,2.063176931489086,0.9149165058024624,0.03292967975139618,0.0352141943280688,2.369732812266077,-0.5946149151333544,0.01646483987569809,0.0176070971640344,2.369732812266077,-0.5946149151333544
46,0.00890005373335241,0.00890005373335241,0.03286157742790554,0.037210769472903554,2.0750543301667217,0.9143453083782007,0.01643078871395277,0.018605384736451777,2.0750543301667217,0.9143453083782007,0.045789942145347595,0.047074070436661564,3.2977156971253967,-1.8495994252076908,0.022894971072673798,0.023537035218330782,3.2977156971253967,-1.8495994252076908
47,0.009113216610706371,0.009113216610706371,0.06130165509555651,0.06543036434184597,3.7099082466052336,0.7351667369732796,0.030650827547778255,0.032715182170922986,3.7099082466052336,0.7351667369732796,0.04465726017951965,0.04575897488143854,3.2139451341056655,-1.6926064513653691,0.022328630089759827,0.02287948744071927,3.2139451341056655,-1.6926064513653691
48,0.010456476036621176,0.010456476036621176,0.04380181690920954,0.04714472716475715,2.7265131337792923,0.862507152062063,0.02190090845460477,0.023572363582378575,2.7265131337792923,0.862507152062063,0.038123345375061034,0.03957780696860384,2.7412223389607675,-1.0142981824192732,0.019061672687530517,0.01978890348430192,2.7412223389607675,-1.0142981824192732
49,0.012685665739295275,0.012685665739295275,0.02014057921326679,0.024912921872401995,1.2435283711608425,0.9616060153961993,0.010070289606633394,0.012456460936200998,1.2435283711608425,0.9616060153961993,0.035544416308403014,0.03719584760182887,2.564540877617109,-0.7791363303730281,0.017772208154201507,0.018597923800914434,2.564540877617109,-0.7791363303730281
50,0.011340922655780678,0.011340922655780678,0.05751454182293104,0.06132428154719458,3.5860001005176847,0.767362998228288,0.02875727091146552,0.03066214077359729,3.5860001005176847,0.767362998228288,0.08859696388244628,0.0893159105591791,6.385843927536321,-9.258360786170046,0.04429848194122314,0.04465795527958955,6.385843927536321,-9.258360786170046
51,0.014364046894985697,0.014364046894985697,0.10489274496617525,0.10691645300747055,6.455723948022231,0.29286401366499704,0.052446372483087624,0.05345822650373527,6.455723948022231,0.29286401366499704,0.07586728632450104,0.07688000770663801,5.4535121453278395,-6.600587187508517,0.03793364316225052,0.038440003853319006,5.4535121453278395,-6.600587187508517
52,0.01494373194873333,0.01494373194873333,0.046249349480089935,0.0519576994445066,2.774620470445116,0.8330010728938201,0.023124674740044968,0.0259788497222533,2.774620470445116,0.8330010728938201,0.0323115199804306,0.033530522089371115,2.3270750707985095,-0.44577576392456697,0.0161557599902153,0.016765261044685557,2.3270750707985095,-0.44577576392456697
53,0.01294525004113498,0.01294525004113498,0.03172487150067869,0.038636231885507376,1.8923466630620924,0.9076571270386129,0.015862435750339344,0.019318115942753688,1.8923466630620924,0.9076571270386129,0.021216762065887452,0.023098935066293465,1.5282396105422864,0.3138734500399405,0.010608381032943726,0.011549467533146732,1.5282396105422864,0.3138734500399405
54,0.01180229732847732,0.01180229732847732,0.03165292739868164,0.03563029157511502,1.9549864524886447,0.9214669242438815,0.01582646369934082,0.01781514578755751,1.9549864524886447,0.9214669242438815,0.01987210214138031,0.023027264592460947,1.4271048067533467,0.31812461795271396,0.009936051070690155,0.011513632296230474,1.4271048067533467,0.31812461795271396
